18:34:57 INFO  : Registering command handlers for SDK TCF services
23:32:28 WARN  : Given XMD transaction timeout value is invalid. Using default value of 60000 milli seconds
23:32:28 WARN  : Given XMD transaction timeout value is invalid. Using default value of 60000 milli seconds
23:32:28 WARN  : Given XMD transaction timeout value is invalid. Using default value of 60000 milli seconds
23:32:33 INFO  : Connected to target on host '127.0.0.1' and port '3121'.
23:32:33 INFO  : 'targets -set -filter {jtag_cable_name =~ "Digilent Zybo 210279759472A" && level==0} -index 1' command is executed.
23:32:35 INFO  : FPGA configured successfully with bitstream "/home/chris/Repos/EmbeddedSystems/CC__LED_BUTTON/CC__LED_BUTTON.sdk/zynq_LED_system_wrapper_hw_platform_0/zynq_LED_system_wrapper.bit"
23:32:42 WARN  : Given XMD transaction timeout value is invalid. Using default value of 60000 milli seconds
23:32:42 WARN  : Given XMD transaction timeout value is invalid. Using default value of 60000 milli seconds
23:32:42 WARN  : Given XMD transaction timeout value is invalid. Using default value of 60000 milli seconds
23:32:42 WARN  : Given XMD transaction timeout value is invalid. Using default value of 60000 milli seconds
23:32:43 WARN  : Given XMD transaction timeout value is invalid. Using default value of 60000 milli seconds
23:32:43 WARN  : Given XMD transaction timeout value is invalid. Using default value of 60000 milli seconds
23:32:43 WARN  : Given XMD transaction timeout value is invalid. Using default value of 60000 milli seconds
23:32:43 INFO  : ps7_init is completed.
23:32:43 WARN  : Given XMD transaction timeout value is invalid. Using default value of 60000 milli seconds
23:32:43 INFO  : ps7_post_config is completed.
23:32:43 WARN  : Given XMD transaction timeout value is invalid. Using default value of 60000 milli seconds
23:32:43 WARN  : Given XMD transaction timeout value is invalid. Using default value of 60000 milli seconds
23:32:43 INFO  : Processor reset is completed for ps7_cortexa9_0
23:32:43 WARN  : Given XMD transaction timeout value is invalid. Using default value of 60000 milli seconds
23:32:43 WARN  : Given XMD transaction timeout value is invalid. Using default value of 60000 milli seconds
23:32:43 WARN  : Given XMD transaction timeout value is invalid. Using default value of 60000 milli seconds
23:32:43 WARN  : Given XMD transaction timeout value is invalid. Using default value of 60000 milli seconds
23:32:44 WARN  : Given XMD transaction timeout value is invalid. Using default value of 60000 milli seconds
23:32:44 WARN  : Given XMD transaction timeout value is invalid. Using default value of 60000 milli seconds
23:33:15 WARN  : Given XMD transaction timeout value is invalid. Using default value of 60000 milli seconds
23:33:15 WARN  : Given XMD transaction timeout value is invalid. Using default value of 60000 milli seconds
23:33:15 WARN  : Given XMD transaction timeout value is invalid. Using default value of 60000 milli seconds
23:36:32 INFO  : Connected to target on host '127.0.0.1' and port '3121'.
23:36:32 INFO  : 'targets -set -filter {jtag_cable_name =~ "Digilent Zybo 210279759472A" && level==0} -index 1' command is executed.
23:36:35 INFO  : FPGA configured successfully with bitstream "/home/chris/Repos/EmbeddedSystems/CC__LED_BUTTON/CC__LED_BUTTON.sdk/zynq_LED_system_wrapper_hw_platform_0/zynq_LED_system_wrapper.bit"
23:37:25 WARN  : Given XMD transaction timeout value is invalid. Using default value of 60000 milli seconds
23:37:25 WARN  : Given XMD transaction timeout value is invalid. Using default value of 60000 milli seconds
23:37:25 WARN  : Given XMD transaction timeout value is invalid. Using default value of 60000 milli seconds
23:37:25 WARN  : Given XMD transaction timeout value is invalid. Using default value of 60000 milli seconds
23:37:25 WARN  : Given XMD transaction timeout value is invalid. Using default value of 60000 milli seconds
23:37:25 WARN  : Given XMD transaction timeout value is invalid. Using default value of 60000 milli seconds
23:37:25 WARN  : Given XMD transaction timeout value is invalid. Using default value of 60000 milli seconds
23:37:25 INFO  : ps7_init is completed.
23:37:25 WARN  : Given XMD transaction timeout value is invalid. Using default value of 60000 milli seconds
23:37:25 INFO  : ps7_post_config is completed.
23:37:25 WARN  : Given XMD transaction timeout value is invalid. Using default value of 60000 milli seconds
23:37:25 WARN  : Given XMD transaction timeout value is invalid. Using default value of 60000 milli seconds
23:37:26 INFO  : Processor reset is completed for ps7_cortexa9_0
23:37:26 WARN  : Given XMD transaction timeout value is invalid. Using default value of 60000 milli seconds
23:37:26 WARN  : Given XMD transaction timeout value is invalid. Using default value of 60000 milli seconds
23:37:26 WARN  : Given XMD transaction timeout value is invalid. Using default value of 60000 milli seconds
23:37:26 WARN  : Given XMD transaction timeout value is invalid. Using default value of 60000 milli seconds
23:37:26 WARN  : Given XMD transaction timeout value is invalid. Using default value of 60000 milli seconds
23:37:26 WARN  : Given XMD transaction timeout value is invalid. Using default value of 60000 milli seconds
23:48:40 WARN  : Given XMD transaction timeout value is invalid. Using default value of 60000 milli seconds
23:48:41 WARN  : Given XMD transaction timeout value is invalid. Using default value of 60000 milli seconds
23:48:41 WARN  : Given XMD transaction timeout value is invalid. Using default value of 60000 milli seconds
23:48:50 INFO  : Connected to target on host '127.0.0.1' and port '3121'.
23:48:50 INFO  : 'targets -set -filter {jtag_cable_name =~ "Digilent Zybo 210279759472A" && level==0} -index 1' command is executed.
23:48:52 INFO  : FPGA configured successfully with bitstream "/home/chris/Repos/EmbeddedSystems/CC__LED_BUTTON/CC__LED_BUTTON.sdk/zynq_LED_system_wrapper_hw_platform_0/zynq_LED_system_wrapper.bit"
23:49:52 INFO  : Connected to target on host '127.0.0.1' and port '3121'.
23:49:52 INFO  : 'targets -set -filter {jtag_cable_name =~ "Digilent Zybo 210279759472A" && level==0} -index 1' command is executed.
23:49:54 INFO  : FPGA configured successfully with bitstream "/home/chris/Repos/EmbeddedSystems/CC__LED_BUTTON/CC__LED_BUTTON.sdk/zynq_LED_system_wrapper_hw_platform_0/zynq_LED_system_wrapper.bit"
23:50:02 WARN  : Given XMD transaction timeout value is invalid. Using default value of 60000 milli seconds
23:50:02 WARN  : Given XMD transaction timeout value is invalid. Using default value of 60000 milli seconds
23:50:02 WARN  : Given XMD transaction timeout value is invalid. Using default value of 60000 milli seconds
23:50:02 WARN  : Given XMD transaction timeout value is invalid. Using default value of 60000 milli seconds
23:50:02 WARN  : Given XMD transaction timeout value is invalid. Using default value of 60000 milli seconds
23:50:02 WARN  : Given XMD transaction timeout value is invalid. Using default value of 60000 milli seconds
23:50:02 WARN  : Given XMD transaction timeout value is invalid. Using default value of 60000 milli seconds
23:50:02 INFO  : ps7_init is completed.
23:50:02 WARN  : Given XMD transaction timeout value is invalid. Using default value of 60000 milli seconds
23:50:02 INFO  : ps7_post_config is completed.
23:50:02 WARN  : Given XMD transaction timeout value is invalid. Using default value of 60000 milli seconds
23:50:02 WARN  : Given XMD transaction timeout value is invalid. Using default value of 60000 milli seconds
23:50:03 INFO  : Processor reset is completed for ps7_cortexa9_0
23:50:03 WARN  : Given XMD transaction timeout value is invalid. Using default value of 60000 milli seconds
23:50:03 WARN  : Given XMD transaction timeout value is invalid. Using default value of 60000 milli seconds
23:50:03 WARN  : Given XMD transaction timeout value is invalid. Using default value of 60000 milli seconds
23:50:03 WARN  : Given XMD transaction timeout value is invalid. Using default value of 60000 milli seconds
23:50:03 WARN  : Given XMD transaction timeout value is invalid. Using default value of 60000 milli seconds
23:50:03 WARN  : Given XMD transaction timeout value is invalid. Using default value of 60000 milli seconds
23:50:40 WARN  : Given XMD transaction timeout value is invalid. Using default value of 60000 milli seconds
23:50:40 WARN  : Given XMD transaction timeout value is invalid. Using default value of 60000 milli seconds
23:50:41 WARN  : Given XMD transaction timeout value is invalid. Using default value of 60000 milli seconds
23:50:46 INFO  : Connected to target on host '127.0.0.1' and port '3121'.
23:50:46 INFO  : 'targets -set -filter {jtag_cable_name =~ "Digilent Zybo 210279759472A" && level==0} -index 1' command is executed.
23:50:49 INFO  : FPGA configured successfully with bitstream "/home/chris/Repos/EmbeddedSystems/CC__LED_BUTTON/CC__LED_BUTTON.sdk/zynq_LED_system_wrapper_hw_platform_0/zynq_LED_system_wrapper.bit"
23:51:01 WARN  : Given XMD transaction timeout value is invalid. Using default value of 60000 milli seconds
23:51:01 WARN  : Given XMD transaction timeout value is invalid. Using default value of 60000 milli seconds
23:51:01 WARN  : Given XMD transaction timeout value is invalid. Using default value of 60000 milli seconds
23:51:01 WARN  : Given XMD transaction timeout value is invalid. Using default value of 60000 milli seconds
23:51:01 WARN  : Given XMD transaction timeout value is invalid. Using default value of 60000 milli seconds
23:51:01 WARN  : Given XMD transaction timeout value is invalid. Using default value of 60000 milli seconds
23:51:01 WARN  : Given XMD transaction timeout value is invalid. Using default value of 60000 milli seconds
23:51:02 INFO  : ps7_init is completed.
23:51:02 WARN  : Given XMD transaction timeout value is invalid. Using default value of 60000 milli seconds
23:51:02 INFO  : ps7_post_config is completed.
23:51:02 WARN  : Given XMD transaction timeout value is invalid. Using default value of 60000 milli seconds
23:51:02 WARN  : Given XMD transaction timeout value is invalid. Using default value of 60000 milli seconds
23:51:02 INFO  : Processor reset is completed for ps7_cortexa9_0
23:51:02 WARN  : Given XMD transaction timeout value is invalid. Using default value of 60000 milli seconds
23:51:02 WARN  : Given XMD transaction timeout value is invalid. Using default value of 60000 milli seconds
23:51:02 WARN  : Given XMD transaction timeout value is invalid. Using default value of 60000 milli seconds
23:51:02 WARN  : Given XMD transaction timeout value is invalid. Using default value of 60000 milli seconds
23:51:02 WARN  : Given XMD transaction timeout value is invalid. Using default value of 60000 milli seconds
23:51:02 WARN  : Given XMD transaction timeout value is invalid. Using default value of 60000 milli seconds
23:53:28 WARN  : Given XMD transaction timeout value is invalid. Using default value of 60000 milli seconds
23:53:28 WARN  : Given XMD transaction timeout value is invalid. Using default value of 60000 milli seconds
23:53:28 WARN  : Given XMD transaction timeout value is invalid. Using default value of 60000 milli seconds
23:53:34 INFO  : Connected to target on host '127.0.0.1' and port '3121'.
23:53:34 INFO  : 'targets -set -filter {jtag_cable_name =~ "Digilent Zybo 210279759472A" && level==0} -index 1' command is executed.
23:53:37 INFO  : FPGA configured successfully with bitstream "/home/chris/Repos/EmbeddedSystems/CC__LED_BUTTON/CC__LED_BUTTON.sdk/zynq_LED_system_wrapper_hw_platform_0/zynq_LED_system_wrapper.bit"
23:53:53 WARN  : Given XMD transaction timeout value is invalid. Using default value of 60000 milli seconds
23:53:53 WARN  : Given XMD transaction timeout value is invalid. Using default value of 60000 milli seconds
23:53:53 WARN  : Given XMD transaction timeout value is invalid. Using default value of 60000 milli seconds
23:53:53 WARN  : Given XMD transaction timeout value is invalid. Using default value of 60000 milli seconds
23:53:53 WARN  : Given XMD transaction timeout value is invalid. Using default value of 60000 milli seconds
23:53:53 WARN  : Given XMD transaction timeout value is invalid. Using default value of 60000 milli seconds
23:53:53 WARN  : Given XMD transaction timeout value is invalid. Using default value of 60000 milli seconds
23:53:54 INFO  : ps7_init is completed.
23:53:54 WARN  : Given XMD transaction timeout value is invalid. Using default value of 60000 milli seconds
23:53:54 INFO  : ps7_post_config is completed.
23:53:54 WARN  : Given XMD transaction timeout value is invalid. Using default value of 60000 milli seconds
23:53:54 WARN  : Given XMD transaction timeout value is invalid. Using default value of 60000 milli seconds
23:53:54 INFO  : Processor reset is completed for ps7_cortexa9_0
23:53:54 WARN  : Given XMD transaction timeout value is invalid. Using default value of 60000 milli seconds
23:53:54 WARN  : Given XMD transaction timeout value is invalid. Using default value of 60000 milli seconds
23:53:54 WARN  : Given XMD transaction timeout value is invalid. Using default value of 60000 milli seconds
23:53:54 WARN  : Given XMD transaction timeout value is invalid. Using default value of 60000 milli seconds
23:53:54 WARN  : Given XMD transaction timeout value is invalid. Using default value of 60000 milli seconds
23:53:54 WARN  : Given XMD transaction timeout value is invalid. Using default value of 60000 milli seconds
23:56:05 WARN  : Given XMD transaction timeout value is invalid. Using default value of 60000 milli seconds
23:56:05 WARN  : Given XMD transaction timeout value is invalid. Using default value of 60000 milli seconds
23:56:05 WARN  : Given XMD transaction timeout value is invalid. Using default value of 60000 milli seconds
23:56:10 INFO  : Connected to target on host '127.0.0.1' and port '3121'.
23:56:11 INFO  : 'targets -set -filter {jtag_cable_name =~ "Digilent Zybo 210279759472A" && level==0} -index 1' command is executed.
23:56:13 INFO  : FPGA configured successfully with bitstream "/home/chris/Repos/EmbeddedSystems/CC__LED_BUTTON/CC__LED_BUTTON.sdk/zynq_LED_system_wrapper_hw_platform_0/zynq_LED_system_wrapper.bit"
23:56:22 WARN  : Given XMD transaction timeout value is invalid. Using default value of 60000 milli seconds
23:56:22 WARN  : Given XMD transaction timeout value is invalid. Using default value of 60000 milli seconds
23:56:22 WARN  : Given XMD transaction timeout value is invalid. Using default value of 60000 milli seconds
23:56:22 WARN  : Given XMD transaction timeout value is invalid. Using default value of 60000 milli seconds
23:56:22 WARN  : Given XMD transaction timeout value is invalid. Using default value of 60000 milli seconds
23:56:22 WARN  : Given XMD transaction timeout value is invalid. Using default value of 60000 milli seconds
23:56:22 WARN  : Given XMD transaction timeout value is invalid. Using default value of 60000 milli seconds
23:56:22 INFO  : ps7_init is completed.
23:56:22 WARN  : Given XMD transaction timeout value is invalid. Using default value of 60000 milli seconds
23:56:22 INFO  : ps7_post_config is completed.
23:56:22 WARN  : Given XMD transaction timeout value is invalid. Using default value of 60000 milli seconds
23:56:23 WARN  : Given XMD transaction timeout value is invalid. Using default value of 60000 milli seconds
23:56:23 INFO  : Processor reset is completed for ps7_cortexa9_0
23:56:23 WARN  : Given XMD transaction timeout value is invalid. Using default value of 60000 milli seconds
23:56:23 WARN  : Given XMD transaction timeout value is invalid. Using default value of 60000 milli seconds
23:56:23 WARN  : Given XMD transaction timeout value is invalid. Using default value of 60000 milli seconds
23:56:23 WARN  : Given XMD transaction timeout value is invalid. Using default value of 60000 milli seconds
23:56:23 WARN  : Given XMD transaction timeout value is invalid. Using default value of 60000 milli seconds
23:56:23 WARN  : Given XMD transaction timeout value is invalid. Using default value of 60000 milli seconds
00:01:16 INFO  : Connected to target on host '127.0.0.1' and port '3121'.
00:01:16 INFO  : 'targets -set -filter {jtag_cable_name =~ "Digilent Zybo 210279759472A" && level==0} -index 1' command is executed.
00:01:18 INFO  : FPGA configured successfully with bitstream "/home/chris/Repos/EmbeddedSystems/CC__LED_BUTTON/CC__LED_BUTTON.sdk/zynq_LED_system_wrapper_hw_platform_0/zynq_LED_system_wrapper.bit"
00:10:05 WARN  : Given XMD transaction timeout value is invalid. Using default value of 60000 milli seconds
00:10:05 WARN  : Given XMD transaction timeout value is invalid. Using default value of 60000 milli seconds
00:10:05 WARN  : Given XMD transaction timeout value is invalid. Using default value of 60000 milli seconds
00:10:39 INFO  : Connected to target on host '127.0.0.1' and port '3121'.
00:10:39 INFO  : 'targets -set -filter {jtag_cable_name =~ "Digilent Zybo 210279759472A" && level==0} -index 1' command is executed.
00:10:41 INFO  : FPGA configured successfully with bitstream "/home/chris/Repos/EmbeddedSystems/CC__LED_BUTTON/CC__LED_BUTTON.sdk/zynq_LED_system_wrapper_hw_platform_0/zynq_LED_system_wrapper.bit"
00:10:55 WARN  : Given XMD transaction timeout value is invalid. Using default value of 60000 milli seconds
00:10:55 WARN  : Given XMD transaction timeout value is invalid. Using default value of 60000 milli seconds
00:10:55 WARN  : Given XMD transaction timeout value is invalid. Using default value of 60000 milli seconds
00:10:55 WARN  : Given XMD transaction timeout value is invalid. Using default value of 60000 milli seconds
00:10:55 WARN  : Given XMD transaction timeout value is invalid. Using default value of 60000 milli seconds
00:10:55 WARN  : Given XMD transaction timeout value is invalid. Using default value of 60000 milli seconds
00:10:56 WARN  : Given XMD transaction timeout value is invalid. Using default value of 60000 milli seconds
00:10:56 INFO  : ps7_init is completed.
00:10:56 WARN  : Given XMD transaction timeout value is invalid. Using default value of 60000 milli seconds
00:10:56 INFO  : ps7_post_config is completed.
00:10:56 WARN  : Given XMD transaction timeout value is invalid. Using default value of 60000 milli seconds
00:10:56 WARN  : Given XMD transaction timeout value is invalid. Using default value of 60000 milli seconds
00:10:56 INFO  : Processor reset is completed for ps7_cortexa9_0
00:10:56 WARN  : Given XMD transaction timeout value is invalid. Using default value of 60000 milli seconds
00:10:56 WARN  : Given XMD transaction timeout value is invalid. Using default value of 60000 milli seconds
00:10:56 WARN  : Given XMD transaction timeout value is invalid. Using default value of 60000 milli seconds
00:10:56 WARN  : Given XMD transaction timeout value is invalid. Using default value of 60000 milli seconds
00:10:56 WARN  : Given XMD transaction timeout value is invalid. Using default value of 60000 milli seconds
00:10:57 WARN  : Given XMD transaction timeout value is invalid. Using default value of 60000 milli seconds
00:23:53 WARN  : Given XMD transaction timeout value is invalid. Using default value of 60000 milli seconds
00:23:53 WARN  : Given XMD transaction timeout value is invalid. Using default value of 60000 milli seconds
00:23:53 WARN  : Given XMD transaction timeout value is invalid. Using default value of 60000 milli seconds
14:02:32 INFO  : Registering command handlers for SDK TCF services
14:02:33 INFO  : Launching XSCT server: xsct -n -interactive /home/chris/Repos/EmbeddedSystems/CC__LED_BUTTON/CC__LED_BUTTON.sdk/temp_xsdb_launch_script.tcl
14:02:35 INFO  : XSCT server has started successfully.
14:02:35 INFO  : Successfully done setting XSCT server connection channel  
14:02:35 INFO  : Successfully done setting SDK workspace  
14:02:35 INFO  : Processing command line option -hwspec /home/chris/Repos/EmbeddedSystems/CC__LED_BUTTON/CC__LED_BUTTON.sdk/zynq_LED_system_wrapper.hdf.
14:02:35 INFO  : Checking for hwspec changes in the project zynq_LED_system_wrapper_hw_platform_0.
14:24:02 INFO  : Registering command handlers for SDK TCF services
14:24:03 INFO  : Launching XSCT server: xsct -n -interactive /home/chris/Repos/EmbeddedSystems/CC__LED_BUTTON/CC__LED_BUTTON.sdk/temp_xsdb_launch_script.tcl
14:24:04 INFO  : XSCT server has started successfully.
14:24:04 INFO  : Successfully done setting XSCT server connection channel  
14:24:04 INFO  : Processing command line option -hwspec /home/chris/Repos/EmbeddedSystems/CC__LED_BUTTON/CC__LED_BUTTON.sdk/zynq_LED_system_wrapper.hdf.
14:24:04 INFO  : Successfully done setting SDK workspace  
14:24:05 INFO  : Checking for hwspec changes in the project zynq_LED_system_wrapper_hw_platform_0.
18:48:36 INFO  : Registering command handlers for SDK TCF services
18:48:37 INFO  : Launching XSCT server: xsct -n -interactive /home/chris/Repos/EmbeddedSystems/CC__LED_BUTTON/CC__LED_BUTTON.sdk/temp_xsdb_launch_script.tcl
18:48:39 INFO  : XSCT server has started successfully.
18:48:39 INFO  : Successfully done setting XSCT server connection channel  
18:48:39 INFO  : Successfully done setting SDK workspace  
18:48:39 INFO  : Processing command line option -hwspec /home/chris/Repos/EmbeddedSystems/CC__LED_BUTTON/CC__LED_BUTTON.sdk/zynq_LED_system_wrapper.hdf.
18:48:39 INFO  : Checking for hwspec changes in the project zynq_LED_system_wrapper_hw_platform_0.
18:54:15 INFO  : Connected to target on host '127.0.0.1' and port '3121'.
18:54:16 INFO  : 'targets -set -filter {jtag_cable_name =~ "Digilent Zybo 210279759472A" && level==0} -index 1' command is executed.
18:54:17 INFO  : FPGA configured successfully with bitstream "/home/chris/Repos/EmbeddedSystems/CC__LED_BUTTON/CC__LED_BUTTON.sdk/zynq_LED_system_wrapper_hw_platform_0/zynq_LED_system_wrapper.bit"
18:54:41 WARN  : Given IPC port value is invalid. Using default port 2350
18:54:41 WARN  : Given XMD timeout value is invalid. Using default value of 50000
18:54:44 WARN  : Given XMD transaction timeout value is invalid. Using default value of 60000 milli seconds
18:54:44 WARN  : Given XMD transaction timeout value is invalid. Using default value of 60000 milli seconds
18:54:46 WARN  : Given XMD transaction timeout value is invalid. Using default value of 60000 milli seconds
18:54:46 WARN  : Given XMD transaction timeout value is invalid. Using default value of 60000 milli seconds
18:54:46 WARN  : Given XMD transaction timeout value is invalid. Using default value of 60000 milli seconds
18:54:46 WARN  : Given XMD transaction timeout value is invalid. Using default value of 60000 milli seconds
18:54:46 WARN  : Given XMD transaction timeout value is invalid. Using default value of 60000 milli seconds
18:54:46 WARN  : Given XMD transaction timeout value is invalid. Using default value of 60000 milli seconds
18:54:47 WARN  : Given XMD transaction timeout value is invalid. Using default value of 60000 milli seconds
18:54:47 INFO  : ps7_init is completed.
18:54:47 WARN  : Given XMD transaction timeout value is invalid. Using default value of 60000 milli seconds
18:54:47 INFO  : ps7_post_config is completed.
18:54:47 WARN  : Given XMD transaction timeout value is invalid. Using default value of 60000 milli seconds
18:54:47 WARN  : Given XMD transaction timeout value is invalid. Using default value of 60000 milli seconds
18:54:47 INFO  : Processor reset is completed for ps7_cortexa9_0
18:54:47 WARN  : Given XMD transaction timeout value is invalid. Using default value of 60000 milli seconds
18:54:47 WARN  : Given XMD transaction timeout value is invalid. Using default value of 60000 milli seconds
18:54:47 WARN  : Given XMD transaction timeout value is invalid. Using default value of 60000 milli seconds
18:54:47 WARN  : Given XMD transaction timeout value is invalid. Using default value of 60000 milli seconds
18:54:47 WARN  : Given XMD transaction timeout value is invalid. Using default value of 60000 milli seconds
18:54:47 WARN  : Given XMD transaction timeout value is invalid. Using default value of 60000 milli seconds
18:55:57 INFO  : Connected to target on host '127.0.0.1' and port '3121'.
18:55:57 INFO  : 'targets -set -filter {jtag_cable_name =~ "Digilent Zybo 210279759472A" && level==0} -index 1' command is executed.
18:55:59 INFO  : FPGA configured successfully with bitstream "/home/chris/Repos/EmbeddedSystems/CC__LED_BUTTON/CC__LED_BUTTON.sdk/zynq_LED_system_wrapper_hw_platform_0/zynq_LED_system_wrapper.bit"
18:56:06 WARN  : Given XMD transaction timeout value is invalid. Using default value of 60000 milli seconds
18:56:06 INFO  : ps7_cortexa9_0 Processor is in use. Please stop existing Run or Debug sessions before launching.
18:56:08 WARN  : Given XMD transaction timeout value is invalid. Using default value of 60000 milli seconds
18:56:08 WARN  : Given XMD transaction timeout value is invalid. Using default value of 60000 milli seconds
18:56:08 WARN  : Given XMD transaction timeout value is invalid. Using default value of 60000 milli seconds
18:56:08 WARN  : Given XMD transaction timeout value is invalid. Using default value of 60000 milli seconds
18:56:08 WARN  : Given XMD transaction timeout value is invalid. Using default value of 60000 milli seconds
18:56:09 INFO  : Processor reset is completed for ps7_cortexa9_0
18:56:09 WARN  : Given XMD transaction timeout value is invalid. Using default value of 60000 milli seconds
18:56:09 WARN  : Given XMD transaction timeout value is invalid. Using default value of 60000 milli seconds
18:56:09 WARN  : Given XMD transaction timeout value is invalid. Using default value of 60000 milli seconds
18:56:09 WARN  : Given XMD transaction timeout value is invalid. Using default value of 60000 milli seconds
18:56:09 WARN  : Given XMD transaction timeout value is invalid. Using default value of 60000 milli seconds
18:56:09 WARN  : Given XMD transaction timeout value is invalid. Using default value of 60000 milli seconds
19:19:46 INFO  : Connected to target on host '127.0.0.1' and port '3121'.
19:19:46 INFO  : 'targets -set -filter {jtag_cable_name =~ "Digilent Zybo 210279759472A" && level==0} -index 1' command is executed.
19:19:47 INFO  : FPGA configured successfully with bitstream "/home/chris/Repos/EmbeddedSystems/CC__LED_BUTTON/CC__LED_BUTTON.sdk/zynq_LED_system_wrapper_hw_platform_0/zynq_LED_system_wrapper.bit"
19:19:55 WARN  : Given XMD transaction timeout value is invalid. Using default value of 60000 milli seconds
19:19:55 INFO  : ps7_cortexa9_0 Processor is in use. Please stop existing Run or Debug sessions before launching.
19:19:57 WARN  : Given XMD transaction timeout value is invalid. Using default value of 60000 milli seconds
19:19:57 WARN  : Given XMD transaction timeout value is invalid. Using default value of 60000 milli seconds
19:20:12 WARN  : Given XMD transaction timeout value is invalid. Using default value of 60000 milli seconds
19:20:13 WARN  : Given XMD transaction timeout value is invalid. Using default value of 60000 milli seconds
19:20:13 WARN  : Given XMD transaction timeout value is invalid. Using default value of 60000 milli seconds
19:20:14 INFO  : Processor reset is completed for ps7_cortexa9_0
19:20:14 WARN  : Given XMD transaction timeout value is invalid. Using default value of 60000 milli seconds
19:20:17 ERROR : Unexpected error while launching program.
java.lang.RuntimeException: Failed to download ELF file


    Could not stop the processor after reset


	at com.xilinx.sdk.targetmanager.internal.TM.downloadELF(TM.java:680)
	at com.xilinx.sdk.debug.core.internal.AppRunner.run(AppRunner.java:129)
	at com.xilinx.sdk.debug.core.XilinxAppLaunchConfigurationDelegate.runApplication(XilinxAppLaunchConfigurationDelegate.java:637)
	at com.xilinx.sdk.debug.core.XilinxAppLaunchConfigurationDelegate.launch(XilinxAppLaunchConfigurationDelegate.java:309)
	at com.xilinx.sdk.debug.ui.XilinxAppLaunchDelegateWrapper.launch(XilinxAppLaunchDelegateWrapper.java:31)
	at org.eclipse.debug.internal.core.LaunchConfiguration.launch(LaunchConfiguration.java:885)
	at org.eclipse.debug.internal.core.LaunchConfiguration.launch(LaunchConfiguration.java:739)
	at org.eclipse.debug.internal.ui.DebugUIPlugin.buildAndLaunch(DebugUIPlugin.java:1039)
	at org.eclipse.debug.internal.ui.DebugUIPlugin$8.run(DebugUIPlugin.java:1256)
	at org.eclipse.core.internal.jobs.Worker.run(Worker.java:55)
19:20:17 WARN  : Given XMD transaction timeout value is invalid. Using default value of 60000 milli seconds
19:20:17 WARN  : Given XMD transaction timeout value is invalid. Using default value of 60000 milli seconds
19:20:17 WARN  : Given XMD transaction timeout value is invalid. Using default value of 60000 milli seconds
19:20:17 WARN  : Given XMD transaction timeout value is invalid. Using default value of 60000 milli seconds
19:20:30 INFO  : Connected to target on host '127.0.0.1' and port '3121'.
19:20:31 INFO  : 'targets -set -filter {jtag_cable_name =~ "Digilent Zybo 210279759472A" && level==0} -index 1' command is executed.
19:20:32 INFO  : FPGA configured successfully with bitstream "/home/chris/Repos/EmbeddedSystems/CC__LED_BUTTON/CC__LED_BUTTON.sdk/zynq_LED_system_wrapper_hw_platform_0/zynq_LED_system_wrapper.bit"
19:21:19 INFO  : Connected to target on host '127.0.0.1' and port '3121'.
19:21:19 INFO  : 'targets -set -filter {jtag_cable_name =~ "Digilent Zybo 210279759472A" && level==0} -index 1' command is executed.
19:21:21 INFO  : FPGA configured successfully with bitstream "/home/chris/Repos/EmbeddedSystems/CC__LED_BUTTON/CC__LED_BUTTON.sdk/zynq_LED_system_wrapper_hw_platform_0/zynq_LED_system_wrapper.bit"
19:21:45 ERROR : Unexpected error while parsing XMD response ￿: com.google.gson.JsonSyntaxException: com.google.gson.stream.MalformedJsonException: invalid number or unquoted string near 
19:22:05 INFO  : Registering command handlers for SDK TCF services
19:22:06 INFO  : Launching XSCT server: xsct -n -interactive /home/chris/Repos/EmbeddedSystems/CC__LED_BUTTON/CC__LED_BUTTON.sdk/temp_xsdb_launch_script.tcl
19:22:08 INFO  : XSCT server has started successfully.
19:22:08 INFO  : Successfully done setting XSCT server connection channel  
19:22:08 INFO  : Successfully done setting SDK workspace  
19:22:08 INFO  : Processing command line option -hwspec /home/chris/Repos/EmbeddedSystems/CC__LED_BUTTON/CC__LED_BUTTON.sdk/zynq_LED_system_wrapper.hdf.
19:22:08 INFO  : Checking for hwspec changes in the project zynq_LED_system_wrapper_hw_platform_0.
19:23:53 INFO  : Connected to target on host '127.0.0.1' and port '3121'.
19:23:53 INFO  : 'targets -set -filter {jtag_cable_name =~ "Digilent Zybo 210279759472A" && level==0} -index 1' command is executed.
19:23:57 INFO  : FPGA configured successfully with bitstream "/home/chris/Repos/EmbeddedSystems/CC__LED_BUTTON/CC__LED_BUTTON.sdk/zynq_LED_system_wrapper_hw_platform_0/zynq_LED_system_wrapper.bit"
19:24:05 WARN  : Given IPC port value is invalid. Using default port 2350
19:24:05 WARN  : Given XMD timeout value is invalid. Using default value of 50000
19:24:08 WARN  : Given XMD transaction timeout value is invalid. Using default value of 60000 milli seconds
19:24:08 WARN  : Given XMD transaction timeout value is invalid. Using default value of 60000 milli seconds
19:24:11 WARN  : Given XMD transaction timeout value is invalid. Using default value of 60000 milli seconds
19:24:11 WARN  : Given XMD transaction timeout value is invalid. Using default value of 60000 milli seconds
19:24:11 WARN  : Given XMD transaction timeout value is invalid. Using default value of 60000 milli seconds
19:24:11 WARN  : Given XMD transaction timeout value is invalid. Using default value of 60000 milli seconds
